Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
34729-MAH,Female,48.1,No,Maharashtra,4.17,19.43,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,93.41,497.11,0.0,0.0,240.36,738.96,Churned,Other,Don't know
43298-HAR,Female,54.77,No,Haryana,0.97,22.33,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.76,3707.31,0.0,0.0,773.98,4402.69,Churned,Competitor,Competitor offered higher download speeds
71985-UTT,Female,26.04,Yes,Uttar Pradesh,14.56,26.03,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.54,665.98,0.0,0.0,1558.72,2226.61,Stayed,,
85763-TEL,Male,36.08,No,Telangana,10.83,13.53,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.52,2243.26,0.0,0.0,239.18,2498.11,Stayed,,
51272-RAJ,Female,51.19,Yes,Rajasthan,12.33,33.56,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.07,2253.58,0.0,0.0,912.14,3206.91,Stayed,,
84425-GUJ,Male,72.22,No,Gujarat,14.68,21.32,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,633.27,0.0,0.0,363.46,954.47,Churned,Dissatisfaction,Limited range of services
57345-TAM,Female,54.38,Yes,Tamil Nadu,13.77,13.36,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,19.49,274.86,18.92,0.0,266.11,506.37,Stayed,,
98327-HAR,Male,76.33,No,Haryana,3.06,11.87,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.14,5840.32,0.0,0.0,1946.17,7321.76,Churned,Competitor,Competitor offered higher download speeds
88027-AND,Female,66.05,No,Andhra Pradesh,11.06,4.19,Deal 1,No,,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,44.76,2948.34,0.0,0.0,0.0,3069.44,Stayed,,
98098-TAM,Female,76.06,No,Tamil Nadu,0.0,5.09,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,-7.79,4208.4,0.0,0.0,2501.55,6613.05,Stayed,,
87608-HAR,Male,74.62,Yes,Haryana,3.88,9.0,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.61,2526.23,0.0,0.0,66.03,2522.47,Churned,Dissatisfaction,Service dissatisfaction
49342-KAR,Female,52.45,Yes,Karnataka,15.44,15.78,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.72,507.82,0.0,0.0,389.34,894.04,Stayed,,
54036-UTT,Female,50.72,No,Uttar Pradesh,4.88,24.95,Deal 3,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,74.75,2349.01,0.0,0.0,1018.82,3551.43,Stayed,,
27896-JHA,Female,44.33,Yes,Jharkhand,2.93,2.99,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,79.9,80.7,0.0,0.0,18.81,102.23,Churned,Attitude,Attitude of support person
92815-UTT,Male,27.57,Yes,Uttar Pradesh,8.07,30.8,,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,82.71,5033.77,0.0,0.0,880.6,5781.56,Stayed,,
64319-KAR,Female,31.07,Yes,Karnataka,8.34,20.56,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.36,3438.02,0.0,0.0,1141.31,4487.2,Churned,Competitor,Competitor made better offer
46950-AND,Female,33.34,Yes,Andhra Pradesh,5.89,24.94,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.13,184.71,0.0,0.0,223.36,396.78,Stayed,,
87826-TAM,Male,35.97,No,Tamil Nadu,8.74,1.02,Deal 1,No,,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,50.87,3349.57,0.0,0.0,0.0,3338.77,Stayed,,
67955-PUN,Male,76.2,Yes,Punjab,1.04,5.93,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.35,4522.88,7.23,0.0,1937.9,6731.3,Stayed,,
16940-TAM,Male,59.97,Yes,Tamil Nadu,11.53,2.94,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.9,394.19,0.0,0.0,170.41,563.84,Stayed,,
99350-KER,Female,42.69,No,Kerala,0.0,31.45,,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.85,878.25,0.0,0.0,94.72,1015.32,Stayed,,
23786-AND,Female,34.01,Yes,Andhra Pradesh,14.61,11.17,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.86,273.75,0.0,0.0,88.94,362.43,Stayed,,
71922-HAR,Female,22.71,No,Haryana,0.0,2.99,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.02,559.86,0.0,0.0,10.11,545.03,Stayed,,
47826-TAM,Female,35.61,Yes,Tamil Nadu,9.31,35.59,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,23.93,1711.52,0.0,0.0,191.35,1858.5,Stayed,,
86678-UTT,Female,33.64,No,Uttar Pradesh,15.53,27.11,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,90.29,5443.73,0.0,68.16,1828.54,7236.86,Stayed,,
84976-WES,Female,65.45,No,West Bengal,10.91,29.45,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.22,448.44,0.0,0.0,49.88,499.76,Churned,Competitor,Competitor had better devices
47561-MAH,Male,60.95,Yes,Maharashtra,2.97,5.2,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.56,2465.6,0.0,0.0,84.69,2518.09,Stayed,,
55995-UTT,Female,29.49,No,Uttarakhand,2.99,20.83,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.75,101.83,0.0,0.0,10.14,114.98,Churned,Price,Extra data charges
83205-JAM,Female,34.26,Yes,Jammu & Kashmir,9.19,13.62,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.38,2210.29,0.0,0.0,610.17,2968.22,Churned,Competitor,Competitor made better offer
97731-TEL,Female,42.74,Yes,Telangana,1.96,12.01,,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.72,1722.64,0.0,0.0,1068.99,2796.08,Stayed,,
32236-KER,Male,34.26,Yes,Kerala,5.96,36.64,Deal 4,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,59.64,626.93,0.0,91.71,15.37,724.9,Stayed,,
16784-HAR,Female,51.63,Yes,Haryana,6.1,16.55,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.43,1043.44,0.0,73.19,415.04,1517.35,Stayed,,
73077-PUN,Female,55.78,No,Punjab,11.21,4.05,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.48,1150.46,0.0,0.0,694.08,1909.49,Stayed,,
86924-TAM,Female,21.77,Yes,Tamil Nadu,0.0,6.99,,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,58.44,1100.81,0.0,0.0,165.41,1311.08,Stayed,,
72117-ODI,Male,71.66,Yes,Odisha,12.67,22.79,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,97.17,3771.68,0.0,38.81,1900.82,5881.65,Stayed,,
78018-BIH,Female,67.18,No,Bihar,10.1,20.35,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109.87,7408.91,0.0,0.0,3345.94,10770.8,Churned,Attitude,Attitude of service provider
97212-UTT,Female,49.33,Yes,Uttar Pradesh,2.98,15.66,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.15,7592.57,0.0,0.0,3224.5,10329.32,Stayed,,
43908-WES,Male,36.04,No,West Bengal,2.93,24.98,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.96,139.6,0.0,0.0,90.41,233.65,Joined,,
12429-JAM,Female,56.29,Yes,Jammu & Kashmir,6.19,15.98,,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,24.02,832.91,0.0,0.0,342.02,1197.11,Stayed,,
99823-MAH,Male,42.79,No,Maharashtra,12.06,32.32,Deal 4,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.6,254.83,0.0,0.0,54.86,321.85,Stayed,,
89442-BIH,Male,47.99,No,Bihar,9.18,24.11,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.74,251.65,0.0,0.0,129.41,387.18,Churned,Attitude,Attitude of service provider
59588-JAM,Male,56.43,Yes,Jammu & Kashmir,2.09,23.07,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.88,882.83,0.0,49.9,151.31,1115.92,Churned,Competitor,Competitor made better offer
74510-KER,Female,51.59,No,Kerala,3.05,19.91,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.48,5835.02,5.56,155.85,1285.8,7264.05,Stayed,,
29217-KAR,Female,70.75,Yes,Karnataka,5.94,1.01,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.75,1100.14,0.0,0.0,680.99,1809.72,Stayed,,
32594-MAH,Male,61.23,Yes,Maharashtra,4.1,0.98,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,103.06,6747.07,0.0,112.42,493.32,7290.05,Churned,Price,Price too high
79624-JAM,Female,39.13,No,Jammu & Kashmir,10.72,12.62,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.96,600.54,0.0,0.0,80.69,654.38,Churned,Competitor,Competitor made better offer
21303-UTT,Female,72.69,No,Uttar Pradesh,4.06,30.69,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.67,4010.59,0.0,0.0,2472.31,6412.99,Stayed,,
23240-HAR,Male,53.89,Yes,Haryana,5.93,25.45,,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,52.38,1440.5,0.0,0.0,402.34,1863.15,Stayed,,
19152-ASS,Female,17.85,No,Assam,13.21,3.1,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,98.47,5112.2,0.0,0.0,455.06,5591.07,Stayed,,
59724-JHA,Female,45.74,No,Jharkhand,2.96,33.35,Deal 4,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.49,1424.93,0.0,0.0,151.52,1591.98,Stayed,,
71355-PUN,Female,31.47,No,Punjab,2.97,19.31,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,102.83,2086.18,0.0,0.0,524.5,2596.59,Churned,Price,Lack of affordable download/upload speed
47862-HAR,Male,59.28,No,Haryana,3.95,13.49,,Yes,Yes,No,,,,,,,,,,One Year,Yes,Mailed Check,24.95,1494.82,0.0,0.0,1798.13,3382.07,Stayed,,
24092-UTT,Male,76.06,Yes,Uttar Pradesh,13.15,36.74,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.01,8612.68,0.0,124.03,3340.14,12233.74,Stayed,,
68353-PUN,Male,27.08,No,Punjab,8.12,19.73,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.18,1313.23,0.0,0.0,818.5,2218.67,Stayed,,
23807-JAM,Male,50.95,Yes,Jammu & Kashmir,5.13,19.49,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,104.23,7101.47,0.0,0.0,3555.91,10338.31,Stayed,,
42457-GUJ,Female,71.43,No,Gujarat,1.04,19.61,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.97,4639.96,0.0,0.0,0.0,4872.49,Stayed,,
39253-UTT,Female,49.87,No,Uttar Pradesh,13.27,13.76,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.48,5684.11,0.0,0.0,2886.71,8145.76,Stayed,,
82174-TEL,Female,55.54,No,Telangana,14.68,20.79,Deal 2,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,77.93,5030.95,0.0,0.0,2704.74,7807.88,Churned,Dissatisfaction,Product dissatisfaction
62274-RAJ,Male,76.23,No,Rajasthan,3.06,27.78,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.76,4105.82,0.0,0.0,198.29,4203.52,Stayed,,
26662-KAR,Female,38.08,No,Karnataka,2.08,30.25,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.24,751.34,0.0,0.0,901.93,1717.92,Stayed,,
16322-KAR,Female,58.29,No,Karnataka,12.88,11.33,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.04,847.52,0.0,0.0,773.63,1583.03,Stayed,,
29897-AND,Female,48.32,No,Andhra Pradesh,5.04,33.32,,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,102.98,6557.99,0.0,0.0,2847.23,9445.52,Churned,Competitor,Competitor offered higher download speeds
93793-JHA,Female,54.48,Yes,Jharkhand,15.34,35.62,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.63,367.61,0.0,0.0,362.89,723.62,Stayed,,
61105-KAR,Female,23.05,No,Karnataka,5.17,3.04,,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,37.84,2821.42,0.0,0.0,0.0,2658.71,Stayed,,
18861-JAM,Female,51.83,Yes,Jammu & Kashmir,0.0,18.27,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,95.92,5105.47,0.0,0.0,440.47,5391.29,Stayed,,
86928-HAR,Female,50.33,No,Haryana,14.7,31.43,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.12,536.25,0.0,0.0,853.93,1395.36,Stayed,,
73606-MAH,Female,37.73,No,Maharashtra,9.07,20.25,,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.86,2112.04,0.0,0.0,505.69,2476.13,Stayed,,
28656-KAR,Female,81.14,Yes,Karnataka,14.57,18.73,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.6,77.41,0.0,0.0,0.0,79.64,Churned,Attitude,Attitude of support person
37857-KAR,Male,64.71,No,Karnataka,3.0,28.0,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,97.29,2403.18,0.0,0.0,1074.4,3553.53,Churned,Competitor,Competitor offered more data
69544-MAH,Female,62.8,No,Maharashtra,14.83,20.81,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,21.24,682.45,0.0,0.0,315.89,1044.76,Stayed,,
75014-MAH,Female,64.74,No,Maharashtra,1.96,22.62,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,110.92,7392.87,0.0,0.0,2682.47,10173.12,Stayed,,
27743-TAM,Female,34.22,Yes,Tamil Nadu,8.97,13.69,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,60.65,267.59,0.0,0.0,74.4,341.0,Churned,Competitor,Competitor had better devices
69524-AND,Female,75.56,No,Andhra Pradesh,4.19,27.2,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,23.67,42.38,0.0,0.0,0.0,41.77,Churned,Competitor,Competitor had better devices
61862-WES,Male,53.46,No,West Bengal,10.45,14.61,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.33,2209.05,0.0,0.0,997.04,3253.22,Stayed,,
96039-KER,Male,47.12,Yes,Kerala,12.2,5.16,,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,83.76,5655.86,0.0,0.0,497.24,5929.02,Stayed,,
37791-HAR,Male,75.74,No,Haryana,9.8,12.29,,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.33,94.54,0.0,0.0,11.5,109.07,Churned,Price,Long distance charges
27963-MAH,Female,29.5,No,Maharashtra,13.43,15.27,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.14,83.84,0.0,0.0,33.84,113.84,Churned,Other,Moved
44785-TAM,Female,46.47,No,Tamil Nadu,9.38,35.38,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.9,6087.0,0.0,0.0,2732.48,8968.53,Stayed,,
85274-GUJ,Female,66.99,No,Gujarat,5.16,9.98,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.9,415.48,0.0,0.0,554.94,969.59,Stayed,,
92439-RAJ,Female,36.62,Yes,Rajasthan,9.01,20.67,Deal 1,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,49.54,3178.75,0.0,0.0,3328.51,6434.75,Stayed,,
22951-UTT,Female,44.59,Yes,Uttar Pradesh,7.2,12.09,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.52,2908.0,0.0,0.0,1371.07,4397.05,Churned,Price,Extra data charges
36410-KAR,Female,49.61,No,Karnataka,3.03,29.45,,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,67.96,2970.16,0.0,39.32,304.64,3403.88,Stayed,,
47611-WES,Male,25.66,No,West Bengal,3.93,32.08,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,54.57,56.87,0.0,61.05,39.83,152.62,Joined,,
74894-BIH,Female,45.98,Yes,Bihar,13.61,9.8,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.49,7261.14,0.0,0.0,2659.62,10492.05,Churned,Competitor,Competitor made better offer
75944-MAD,Male,36.54,Yes,Madhya Pradesh,3.03,30.81,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,93.38,6427.0,0.0,98.14,925.44,7749.05,Stayed,,
41634-KAR,Female,31.04,No,Karnataka,14.68,14.94,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,20.03,358.59,0.0,0.0,76.63,441.71,Stayed,,
57779-ASS,Male,29.49,Yes,Assam,7.17,29.31,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.62,18.95,0.0,0.0,12.95,31.17,Churned,Attitude,Attitude of service provider
27563-RAJ,Male,56.3,Yes,Rajasthan,11.53,22.68,,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,24.93,1140.55,0.0,0.0,885.22,2039.16,Stayed,,
13796-KAR,Female,24.61,Yes,Karnataka,14.49,11.2,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.62,4611.33,0.0,0.0,1280.57,5687.61,Stayed,,
21636-RAJ,Male,35.31,No,Rajasthan,15.73,14.39,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.01,5333.35,0.0,0.0,2249.77,7681.08,Churned,Dissatisfaction,Service dissatisfaction
65676-JAM,Female,45.85,Yes,Jammu & Kashmir,10.07,22.64,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.14,19.72,0.0,0.0,45.53,66.48,Churned,Competitor,Competitor made better offer
95913-BIH,Female,60.12,Yes,Bihar,0.98,16.43,,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.0,433.22,0.0,0.0,239.07,668.21,Stayed,,
12690-TAM,Female,52.44,No,Tamil Nadu,10.12,36.49,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,97.66,1059.9,7.24,116.4,156.07,1363.19,Churned,Price,Price too high
34754-MAH,Female,54.77,Yes,Maharashtra,1.04,9.87,Deal 3,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,20.85,667.94,0.0,0.0,681.79,1428.6,Stayed,,
74588-HAR,Female,60.27,No,Haryana,6.03,9.76,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.2,2191.9,0.0,0.0,25.7,2355.6,Churned,Dissatisfaction,Limited range of services
81396-JHA,Male,24.84,Yes,Jharkhand,6.99,18.02,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.37,950.49,0.0,0.0,488.97,1379.07,Churned,Competitor,Competitor had better devices
95594-TAM,Female,65.69,No,Tamil Nadu,3.95,1.04,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.68,43.54,0.0,0.0,15.95,62.41,Joined,,
31589-PUN,Male,28.28,Yes,Punjab,4.06,19.74,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.24,2230.97,0.0,0.0,296.96,2605.81,Stayed,,
63091-MAH,Female,31.24,Yes,Maharashtra,12.53,26.36,Deal 3,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.59,2469.61,0.0,0.0,1624.69,4088.59,Stayed,,
48835-GUJ,Female,34.56,Yes,Gujarat,9.13,5.01,,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,68.39,864.67,0.0,0.0,549.74,1389.72,Stayed,,
99310-GUJ,Male,61.64,No,Gujarat,12.88,0.99,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.97,1044.47,0.0,0.0,170.89,1187.18,Stayed,,
84065-PUN,Male,78.11,No,Punjab,11.39,24.79,,No,,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,43.76,259.57,0.0,0.0,0.0,263.25,Stayed,,
55004-TEL,Male,27.06,Yes,Telangana,5.85,25.48,Deal 2,No,,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.1,1454.29,0.0,0.0,0.0,1518.55,Stayed,,
75873-AND,Female,52.36,Yes,Andhra Pradesh,5.15,30.86,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.1,4912.27,14.81,0.0,983.79,5703.89,Churned,Competitor,Competitor offered higher download speeds
81609-DEL,Female,38.63,No,Delhi,1.03,30.77,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.27,4619.51,0.0,0.0,1113.23,5772.2,Churned,Competitor,Competitor made better offer
98056-CHH,Female,43.89,Yes,Chhattisgarh,15.04,24.87,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.27,369.2,0.0,0.0,987.73,1383.21,Stayed,,
66563-ODI,Female,81.06,Yes,Odisha,8.85,5.02,,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Mailed Check,26.42,733.26,0.0,0.0,747.35,1435.51,Stayed,,
49724-TEL,Male,64.61,No,Telangana,4.94,27.13,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.26,68.8,0.0,0.0,33.37,101.89,Churned,Competitor,Competitor had better devices
13207-MAD,Female,36.65,No,Madhya Pradesh,7.92,4.01,,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.42,231.96,0.0,0.0,28.02,260.46,Stayed,,
